name;grep-runtime;grep-result;re-runtime;re-result;pcre2-runtime;pcre2-result;rsaregex-runtime;rsaregex-result;rsaregex-matchtime;notrackrsa-runtime;notrackrsa-result;notrackrsa-matchtime;js-runtime;java-runtime;net-runtime;rsacpp-runtime;rsacpp-result;rsacpp-matchtime
0;0.01;False;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
1;0.02;False;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
2;0.02;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
3;0.14;False;0.07;False;0.09;False;0.52;False;0.08366565199999998;1.15;False;0.12080987500000007;ERR;ERR;ERR;0.04;False;0.03297942178323865
4;0.03;True;0.11;True;0.2;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
5;0.01;False;0.01;False;0.01;False;33.95;False;0.08327874200000096;18.88;False;0.07579606000000005;ERR;ERR;ERR;ERR;ERR;ERR
6;0.0;False;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
7;0.0;False;0.01;False;0.01;False;0.53;False;0.274686534;0.41;False;0.286520738;ERR;ERR;ERR;0.13;False;0.12143452791497111
8;ERR;ERR;0.0;True;0.01;True;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
9;0.01;False;0.0;False;0.01;False;3.07;False;0.19457746099999973;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
10;0.02;False;0.01;False;0.01;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
11;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
12;0.01;True;0.0;True;0.0;True;0.15;True;0.0018441580000000124;0.16;True;0.004122186999999999;ERR;ERR;ERR;0.01;True;0.002522315364331007
13;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
14;0.0;False;82.21;False;0.0;False;0.62;False;0.46951323899999997;1.02;False;0.9250931649999999;ERR;ERR;ERR;0.23;False;0.22786686336621642
15;0.0;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
16;0.01;False;0.01;False;0.07;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
17;0.01;False;0.01;False;0.01;False;0.03;False;1.4631999999993595e-05;0.03;False;1.4831999999999346e-05;ERR;ERR;ERR;0.02;False;0.0019303606823086739
18;0.0;False;0.03;False;0.04;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
19;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
20;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
21;0.02;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
22;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
23;0.01;False;0.26;False;0.01;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
24;0.02;False;0.01;False;0.01;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
25;0.02;False;0.08;False;0.01;False;32.8;False;0.16960307499999772;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
26;0.01;False;0.01;False;0.0;False;1.23;False;0.17002088199999998;21.02;False;0.2685804279999999;ERR;ERR;ERR;0.07;False;0.0737244407646358
27;0.02;False;0.0;False;0.01;False;0.03;False;8.754100000000348e-05;0.03;False;9.030600000000527e-05;ERR;ERR;ERR;0.0;False;0.005564102903008461
28;0.01;False;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
29;0.02;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
30;0.0;False;38.36;False;87.61;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
31;ERR;ERR;30.94;True;25.44;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
32;1.29;True;0.01;True;0.01;True;0.38;True;0.155783551;5.93;True;0.4131359659999996;ERR;ERR;ERR;0.06;True;0.06944099487736821
33;0.01;False;4.55;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
34;0.02;False;0.0;False;0.02;False;0.27;False;0.22832811099999997;0.25;False;0.21607155400000003;ERR;ERR;ERR;0.13;False;0.1254270919598639
35;0.01;False;46.62;False;55.32;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
36;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
37;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
38;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
39;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
40;0.01;False;TO;TO;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
41;0.01;True;0.0;True;0.01;True;9.57;True;3.8759831929999997;10.23;True;8.692420724;ERR;ERR;ERR;ERR;ERR;ERR
42;TO;TO;0.47;False;0.78;False;0.27;False;0.23871033400000002;0.37;False;0.33118248499999997;ERR;ERR;ERR;0.13;False;0.11683596298098564
43;0.01;False;0.01;True;0.01;True;0.23;True;0.207733528;0.24;True;0.20873446;ERR;ERR;ERR;0.1;True;0.10028496291488409
44;0.01;False;0.0;True;ERR;ERR;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
45;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
46;0.0;False;0.01;False;0.01;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
47;0.01;False;0.0;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
48;ERR;ERR;0.0;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
49;0.01;False;TO;TO;0.01;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
50;0.02;True;0.0;True;0.01;True;0.39;True;0.19571813300000002;0.97;True;0.6824180879999999;ERR;ERR;ERR;0.08;True;0.07838009390980005
51;0.01;False;0.01;True;0.01;True;7.71;True;0.3267053149999999;12.33;True;0.644653936000001;ERR;ERR;ERR;ERR;ERR;ERR
52;ERR;ERR;0.01;False;0.01;False;2.19;False;0.15419661899999992;4.25;False;0.14664512399999996;ERR;ERR;ERR;ERR;ERR;ERR
53;0.01;False;0.01;True;0.0;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
54;ERR;ERR;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
55;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
56;0.01;False;0.0;False;0.01;False;TO;TO;TO;28.56;False;0.22104237499999968;ERR;ERR;ERR;ERR;ERR;ERR
57;0.01;False;0.01;False;0.01;False;47.92;False;0.00013997000000642856;4.83;False;9.853800000048096e-05;ERR;ERR;ERR;ERR;ERR;ERR
58;0.0;False;1.0;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
59;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
60;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
61;0.01;False;0.01;False;0.01;False;0.19;False;7.799699999999632e-05;0.06;False;6.014000000000019e-05;ERR;ERR;ERR;0.02;False;0.009727307129651308
62;0.01;False;TO;TO;0.01;False;2.84;False;0.12496374100000018;2.96;False;0.3344172900000002;ERR;ERR;ERR;ERR;ERR;ERR
63;0.01;False;0.02;False;0.02;False;0.03;False;0.0003394489999999986;0.03;False;0.0003057389999999993;ERR;ERR;ERR;0.02;False;0.0055459039285779
64;TO;TO;57.12;True;0.48;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
65;ERR;ERR;0.0;False;0.0;False;11.73;False;0.00017442199999884167;6.58;False;0.00015289999999978932;ERR;ERR;ERR;ERR;ERR;ERR
66;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
67;0.03;True;0.11;True;0.21;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
68;0.01;False;0.04;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
69;ERR;ERR;0.01;False;0.0;False;10.27;False;0.0018414140000011514;2.89;False;0.0015372270000000299;ERR;ERR;ERR;ERR;ERR;ERR
70;0.01;False;TO;TO;ERR;ERR;0.13;False;0.0006790299999999971;0.07;False;0.000895384000000013;ERR;ERR;ERR;0.02;False;0.06081965798512101
71;ERR;ERR;0.01;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
72;0.01;False;0.01;False;ERR;ERR;0.05;False;0.0007406009999999935;0.12;False;0.0007693250000000013;ERR;ERR;ERR;0.01;False;0.04711991781368852
73;91.33;True;0.01;True;0.01;True;0.68;True;0.609184956;0.56;True;0.521207723;ERR;ERR;ERR;0.24;True;0.2400441118516028
74;ERR;ERR;0.0;True;0.01;True;0.45;True;0.09222592099999999;0.62;True;0.159943265;ERR;ERR;ERR;ERR;ERR;ERR
75;0.01;False;0.01;False;0.01;False;0.27;False;3.633399999999898e-05;0.1;False;3.66349999999932e-05;ERR;ERR;ERR;0.01;False;0.005898694042116404
76;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
77;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
78;0.03;True;0.0;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
79;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
80;7.72;True;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
81;0.01;False;0.01;False;0.03;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
82;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
83;0.01;False;2.23;False;0.08;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
84;0.01;False;4.43;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
85;0.02;False;0.01;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
86;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
87;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
88;ERR;ERR;0.02;True;0.02;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
89;0.01;False;39.51;False;2.5;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
90;0.01;False;1.61;False;2.11;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
91;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
92;ERR;ERR;0.01;False;0.01;False;21.0;False;0.1748546669999982;5.29;False;0.15089745700000012;ERR;ERR;ERR;ERR;ERR;ERR
93;0.02;True;0.01;True;0.02;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
94;ERR;ERR;0.01;False;0.0;False;2.17;False;0.20007216800000016;1.91;False;0.18922611899999997;ERR;ERR;ERR;ERR;ERR;ERR
95;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
96;ERR;ERR;TO;TO;0.0;False;0.29;False;0.0008516279999999932;0.11;False;0.001195764000000002;ERR;ERR;ERR;0.0;False;0.0096886046230793
97;0.0;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
98;0.01;False;0.73;False;0.72;False;TO;TO;TO;50.44;False;2.1673125069999983;ERR;ERR;ERR;ERR;ERR;ERR
99;0.01;False;0.74;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
100;ERR;ERR;0.0;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
101;0.01;False;TO;TO;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
102;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
103;0.01;False;0.01;True;0.0;True;0.44;True;0.141854504;1.22;True;0.370104597;ERR;ERR;ERR;0.07;True;0.09506573295220733
104;TO;TO;0.0;True;0.01;True;0.72;True;0.351568684;2.85;True;0.7418133919999998;ERR;ERR;ERR;0.16;True;0.17762149590998888
105;TO;TO;0.35;False;0.68;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
106;0.01;False;0.0;True;0.01;True;10.5;True;0.23956706999999966;14.46;True;0.41457270299999927;ERR;ERR;ERR;ERR;ERR;ERR
107;ERR;ERR;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
108;0.01;False;21.27;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
109;0.01;False;0.01;False;0.01;False;3.31;False;0.10777944699999997;66.76;False;0.12832548600000138;ERR;ERR;ERR;ERR;ERR;ERR
110;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
111;TO;TO;0.01;True;0.0;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
112;0.01;False;0.0;True;0.01;True;7.03;True;0.2196949419999994;10.05;True;0.42617345700000087;ERR;ERR;ERR;ERR;ERR;ERR
113;0.01;False;0.71;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
114;0.01;False;0.0;True;0.0;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
115;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
116;0.0;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
117;0.01;False;0.01;False;0.01;False;0.06;False;0.030201432;0.05;False;0.029908944;ERR;ERR;ERR;0.03;False;0.019725143909454346
118;0.01;False;0.0;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
119;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
120;0.02;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
121;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
122;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
123;0.01;False;ERR;ERR;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
124;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
125;0.01;False;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
126;0.0;False;0.01;False;ERR;ERR;0.06;False;0.0007317690000000002;0.11;False;0.0007811520000000072;ERR;ERR;ERR;0.01;False;0.008562427945435047
127;0.0;False;0.01;False;0.01;False;0.91;False;6.469700000000245e-05;0.85;False;5.4631999999998904e-05;ERR;ERR;ERR;0.01;False;0.008513113018125296
128;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
129;ERR;ERR;0.02;False;ERR;ERR;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
130;0.02;False;0.01;False;0.0;False;0.27;False;0.18108356700000003;0.3;False;0.180229384;ERR;ERR;ERR;0.07;False;0.06841615214943886
131;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
132;ERR;ERR;TO;TO;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
133;0.01;False;1.31;False;3.16;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
134;0.01;False;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
135;89.03;False;0.53;False;0.76;False;0.4;False;0.253706404;0.56;False;0.351203646;ERR;ERR;ERR;0.13;False;0.1346084359101951
136;0.01;False;85.72;False;0.01;False;0.88;False;0.5472447839999999;0.96;False;0.77579596;ERR;ERR;ERR;0.24;False;0.24656672729179263
137;0.01;False;2.0;False;3.92;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
138;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
139;0.01;False;0.1;False;0.13;False;0.55;False;0.09725582100000002;0.63;False;0.13300010299999998;ERR;ERR;ERR;0.06;False;0.07947168592363596
140;0.0;False;0.0;False;0.01;False;0.03;False;2.1062000000002246e-05;0.03;False;2.1721999999994857e-05;ERR;ERR;ERR;0.02;False;0.0036098179407417774
141;0.01;False;56.22;False;82.31;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
142;0.02;False;0.01;False;0.01;False;0.83;False;0.13252161500000004;0.42;False;0.138070994;ERR;ERR;ERR;0.07;False;0.06983317201957107
143;0.01;False;0.01;False;0.01;False;0.03;False;5.66949999999955e-05;0.07;False;9.586400000000106e-05;ERR;ERR;ERR;0.01;False;0.003240923397243023
144;0.02;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
145;ERR;ERR;1.91;False;1.36;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
146;0.02;False;10.53;False;0.01;False;15.46;False;0.3268628300000014;49.12;False;0.6820244379999991;ERR;ERR;ERR;ERR;ERR;ERR
147;0.02;True;0.01;False;0.01;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
148;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
149;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
150;0.01;False;0.59;False;0.01;False;43.37;False;0.22104114300000077;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
151;TO;TO;0.44;False;0.85;False;0.2;False;0.159170525;0.28;False;0.243844661;ERR;ERR;ERR;0.08;False;0.07534391386434436
152;ERR;ERR;0.01;False;0.0;False;2.71;False;4.972500000022251e-05;6.29;False;5.046500000016607e-05;ERR;ERR;ERR;ERR;ERR;ERR
153;0.01;False;0.01;True;0.01;True;5.38;True;0.3582679210000004;8.1;True;0.6619905770000001;ERR;ERR;ERR;ERR;ERR;ERR
154;0.0;False;0.06;False;0.06;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
155;0.01;False;0.0;False;0.01;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
156;0.01;False;0.26;False;0.11;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
157;0.01;False;0.01;False;0.01;False;0.03;False;1.951000000000036e-05;0.03;False;2.0050000000000623e-05;ERR;ERR;ERR;0.01;False;0.005781862884759903
158;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
159;0.53;False;64.16;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
160;0.06;True;0.92;True;1.72;True;0.43;True;0.36711566;0.99;True;0.808557324;ERR;ERR;ERR;0.19;True;0.18164189998060465
161;0.02;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
162;0.01;False;0.01;True;0.01;True;7.17;True;0.23020244400000056;10.48;True;0.3961291599999992;ERR;ERR;ERR;ERR;ERR;ERR
163;ERR;ERR;0.04;False;0.02;False;3.26;False;0.3777970030000004;1.26;False;0.36174115299999987;ERR;ERR;ERR;ERR;ERR;ERR
164;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
165;0.01;False;0.01;True;0.0;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
166;0.01;False;0.0;False;0.01;False;0.23;False;0.133127805;0.29;False;0.115570381;ERR;ERR;ERR;ERR;ERR;ERR
167;0.01;False;0.86;False;1.28;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
168;0.01;False;0.01;False;0.01;False;0.19;False;0.00016964499999999605;0.06;False;0.00015210799999999802;ERR;ERR;ERR;ERR;ERR;ERR
169;ERR;ERR;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
170;0.01;False;0.9;False;1.11;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
171;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
172;20.37;True;0.0;True;0.0;True;1.63;True;0.25219872;3.83;True;0.58436368;ERR;ERR;ERR;ERR;ERR;ERR
173;0.01;False;52.61;False;57.94;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
174;0.01;False;0.12;False;0.15;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
175;7.14;True;0.01;True;0.01;True;ERR;ERR;ERR;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
176;0.02;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
177;0.02;False;0.01;False;0.01;False;TO;TO;TO;47.03;False;0.3161424090000011;ERR;ERR;ERR;ERR;ERR;ERR
178;0.01;True;0.01;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
179;0.01;False;0.01;True;0.0;True;5.56;True;0.28178403700000043;8.26;True;0.5484463180000008;ERR;ERR;ERR;ERR;ERR;ERR
180;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
181;0.01;False;TO;TO;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
182;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
183;TO;TO;58.05;True;0.45;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
184;TO;TO;0.01;True;0.0;True;35.09;True;20.576127089;42.92;True;39.006102252000005;ERR;ERR;ERR;ERR;ERR;ERR
185;0.01;False;0.06;False;0.06;False;0.44;False;0.05937277900000004;1.01;False;0.08529951499999999;ERR;ERR;ERR;ERR;ERR;ERR
186;TO;TO;0.01;True;0.01;True;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
187;0.01;False;0.01;True;0.01;True;5.55;True;0.3067165110000003;8.3;True;0.5758190259999996;ERR;ERR;ERR;ERR;ERR;ERR
188;TO;TO;0.01;True;0.0;True;0.39;True;0.35795968699999997;0.86;True;0.825172644;ERR;ERR;ERR;0.16;True;0.15860608918592334
189;0.01;False;0.19;False;0.01;False;TO;TO;TO;49.5;False;0.48863975899999446;ERR;ERR;ERR;ERR;ERR;ERR
190;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
191;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
192;ERR;ERR;0.0;True;0.0;True;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
193;0.01;False;0.01;False;0.01;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
194;0.02;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
195;0.01;False;0.02;False;0.03;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
196;ERR;ERR;0.02;False;0.02;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
